"","X","date","serial_number","model","capacity_bytes","failure","smart_1_normalized","smart_3_normalized","smart_7_normalized","smart_9_raw","smart_12_raw","smart_190_raw"
"773",773,"2016-07-01","S301NK3V","ST4000DM000",4000787030016,0,116,94,83,5906,6,26
"1040",1040,"2016-07-01","MK0311YHGL3H3A","Hitachi HDS723030ALA640",3000592982016,0,100,121,100,43847,28,NA
"1439",1439,"2016-07-01","Z3040YXY","ST4000DM000",4000787030016,0,119,95,85,7088,5,23
"1532",1532,"2016-07-01","Z3015H5K","ST4000DM000",4000787030016,0,114,96,86,20336,4,25
"1857",1857,"2016-07-01","W300960V","ST4000DM000",4000787030016,0,116,91,89,26571,13,25
"1881",1881,"2016-07-01","Z300KK12","ST4000DM000",4000787030016,0,118,91,78,22538,18,33
"1892",1892,"2016-07-01","Z3029H4P","ST4000DM000",4000787030016,0,119,98,87,12247,2,20
"2156",2156,"2016-07-01","Z3029Z3P","ST4000DM000",4000787030016,0,110,91,87,12653,9,29
"2475",2475,"2016-07-01","S300ZNMD","ST4000DM000",4000787030016,0,118,92,84,8769,12,33
"2611",2611,"2016-07-01","Z300GZ34","ST4000DM000",4000787030016,0,115,91,88,25969,16,19
"2833",2833,"2016-07-01","Z3025ZNH","ST4000DM000",4000787030016,0,114,92,88,15003,9,26
"2971",2971,"2016-07-01","S300WF1A","ST4000DM000",4000787030016,0,114,99,84,8096,1,36
"3038",3038,"2016-07-01","Z304KBTA","ST4000DM000",4000787030016,0,120,94,84,5724,6,24
"3103",3103,"2016-07-01","W0Q1SSE0","ST320LT007",320072933376,0,117,98,87,23280,33,35
"3267",3267,"2016-07-01","WD-WXL1H642VM3E","WDC WD60EFRX",6001175126016,0,200,204,100,13740,9,NA
"3973",3973,"2016-07-01","Z3014A4Q","ST4000DM000",4000787030016,0,117,93,87,21876,7,19
"4041",4041,"2016-07-01","Z3029GFH","ST4000DM000",4000787030016,0,118,93,83,12945,7,18
"4386",4386,"2016-07-01","Z303R4WA","ST4000DM000",4000787030016,0,117,95,85,8604,5,21
"4460",4460,"2016-07-01","Z3016PEZ","ST4000DM000",4000787030016,0,115,92,78,18850,11,35
"4705",4705,"2016-07-01","Z3052GC6","ST4000DM000",4000787030016,0,116,93,81,3435,7,26
"4904",4904,"2016-07-01","S3010LZK","ST4000DM000",4000787030016,0,114,98,84,7500,2,37
"5670",5670,"2016-07-01","Z305GXWD","ST4000DM000",4000787030016,0,114,95,82,3244,5,32
"5883",5883,"2016-07-01","Z305DHNQ","ST4000DM000",4000787030016,0,119,96,82,3686,4,35
"6341",6341,"2016-07-01","Z300GPJL","ST4000DM000",4000787030016,0,118,91,89,25972,8,21
"6680",6680,"2016-07-01","Z1Z0470E","ST4000DX000",4000787030016,0,119,90,96,27467,18,40
"6722",6722,"2016-07-01","Z300K8D5","ST4000DM000",4000787030016,0,118,96,88,24609,4,22
"6777",6777,"2016-07-01","W300K1CD","ST4000DM000",4000787030016,0,116,92,87,23206,9,24
"6888",6888,"2016-07-01","S300XANN","ST4000DM000",4000787030016,0,105,100,84,8458,0,25
"6956",6956,"2016-07-01","Z4D05JPB","ST6000DX000",6001175126016,0,117,90,89,11000,8,26
"7178",7178,"2016-07-01","Z304HML7","ST4000DM000",4000787030016,0,112,99,83,5746,1,23
"7518",7518,"2016-07-01","Z3023XA8","ST4000DM000",4000787030016,0,116,91,88,14111,33,24
"7649",7649,"2016-07-01","PL1331LAHBZBDH","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,1689,3,NA
"7969",7969,"2016-07-01","Z3023VD3","ST4000DM000",4000787030016,0,108,91,88,14112,33,24
"8148",8148,"2016-07-01","S300YQ6K","ST4000DM000",4000787030016,0,120,97,84,8383,3,32
"8267",8267,"2016-07-01","Z305KVLL","ST4000DM000",4000787030016,0,119,98,81,3102,2,35
"8644",8644,"2016-07-01","Z3029GYZ","ST4000DM000",4000787030016,0,108,93,89,12945,7,20
"8659",8659,"2016-07-01","Z303C1RC","ST4000DM000",4000787030016,0,120,97,86,7040,3,35
"8891",8891,"2016-07-01","Z300GQD0","ST4000DM000",4000787030016,0,118,91,88,23006,25,24
"9042",9042,"2016-07-01","W300J2V0","ST4000DM000",4000787030016,0,117,92,88,23311,9,21
"9295",9295,"2016-07-01","Z300GZEF","ST4000DM000",4000787030016,0,117,92,89,25973,10,21
"9367",9367,"2016-07-01","S301NHAJ","ST4000DM000",4000787030016,0,117,96,84,6415,4,32
"9389",9389,"2016-07-01","S301PTS3","ST4000DM000",4000787030016,0,119,97,84,5912,3,22
"9452",9452,"2016-07-01","Z304JR9J","ST4000DM000",4000787030016,0,118,91,83,5698,8,19
"9604",9604,"2016-07-01","W300BBG0","ST4000DM000",4000787030016,0,114,91,73,23714,16,28
"9650",9650,"2016-07-01","Z304KA7F","ST4000DM000",4000787030016,0,117,94,84,6443,6,30
"9819",9819,"2016-07-01","Z3019HDN","ST4000DM000",4000787030016,0,120,91,89,19845,16,30
"10121",10121,"2016-07-01","Z3025K2X","ST4000DM000",4000787030016,0,117,96,90,15296,4,24
"10250",10250,"2016-07-01","Z305D581","ST4000DM000",4000787030016,0,118,94,81,3436,6,28
"10473",10473,"2016-07-01","MJ1311YNG37EMA","Hitachi HDS5C3030ALA630",3000592982016,0,100,124,100,40591,22,NA
"10559",10559,"2016-07-01","Z302510H","ST4000DM000",4000787030016,0,118,97,88,14453,3,30
"10610",10610,"2016-07-01","Z300GZ4W","ST4000DM000",4000787030016,0,117,91,88,24741,18,32
"10707",10707,"2016-07-01","Z30402QR","ST4000DM000",4000787030016,0,117,91,84,7108,13,22
"10859",10859,"2016-07-01","Z300ZV95","ST4000DM000",4000787030016,0,113,91,87,21052,8,19
"10914",10914,"2016-07-01","Z305DW3P","ST4000DM000",4000787030016,0,111,99,82,3707,1,34
"10929",10929,"2016-07-01","Z304KBYT","ST4000DM000",4000787030016,0,110,95,82,4427,5,26
"11146",11146,"2016-07-01","Z304J0X2","ST4000DM000",4000787030016,0,112,96,84,6443,4,23
"11285",11285,"2016-07-01","Z1Z03F55","ST4000DX000",4000787030016,0,117,91,93,29513,40,33
"11343",11343,"2016-07-01","S300818F","ST4000DM000",4000787030016,0,111,91,81,20307,12,30
"11435",11435,"2016-07-01","Z4D05RYT","ST6000DX000",6001175126016,0,117,88,89,11478,14,29
"11518",11518,"2016-07-01","Z1Z05439","ST4000DX000",4000787030016,0,117,91,90,7546,10,21
"11576",11576,"2016-07-01","WD-WCC4N0HT6DU5","WDC WD30EFRX",3000592982016,0,200,182,100,3585,15,NA
"11777",11777,"2016-07-01","Z302325Z","ST4000DM000",4000787030016,0,115,96,87,14813,4,36
"11825",11825,"2016-07-01","Z3029FA4","ST4000DM000",4000787030016,0,117,95,87,12629,5,35
"12067",12067,"2016-07-01","WD-WCAV3D509504","WDC WD1600AAJS",160041885696,0,200,138,100,41833,56,31
"12277",12277,"2016-07-01","Z303Z6S1","ST4000DM000",4000787030016,0,113,96,86,7040,4,30
"12302",12302,"2016-07-01","Z304KCN5","ST4000DM000",4000787030016,0,119,95,84,6417,5,35
"12349",12349,"2016-07-01","S300XRSJ","ST4000DM000",4000787030016,0,118,97,88,12704,3,27
"12377",12377,"2016-07-01","PL1331LAGSM12H","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,17291,7,NA
"12395",12395,"2016-07-01","Z300CX2Y","ST4000DM000",4000787030016,0,118,91,87,24612,13,28
"12698",12698,"2016-07-01","PL1331LAGT941H","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,16303,4,NA
"12839",12839,"2016-07-01","W300R5QJ","ST4000DM000",4000787030016,0,119,91,81,20652,19,30
"13282",13282,"2016-07-01","Z301475Y","ST4000DM000",4000787030016,0,116,91,87,21918,14,35
"13590",13590,"2016-07-01","W300C1LH","ST4000DM000",4000787030016,0,111,91,89,26529,26,26
"13701",13701,"2016-07-01","Z305D34A","ST4000DM000",4000787030016,0,118,96,81,3438,4,24
"13994",13994,"2016-07-01","Z305G1KP","ST4000DM000",4000787030016,0,114,92,82,3246,10,31
"14043",14043,"2016-07-01","ZA11Q7AF","ST8000DM002",8001563222016,0,76,98,69,125,1,38
"14164",14164,"2016-07-01","ZA110RTA","ST8000DM002",8001563222016,0,78,98,73,107,1,27
"14886",14886,"2016-07-01","WD-WX31D847KHLA","WDC WD60EFRX",6001175126016,0,200,100,100,13744,5,NA
"14935",14935,"2016-07-01","MJ1321YNG0PTPA","Hitachi HDS5C3030ALA630",3000592982016,0,100,125,100,42891,21,NA
"15382",15382,"2016-07-01","Z304HTQV","ST4000DM000",4000787030016,0,116,97,82,4942,3,24
"15403",15403,"2016-07-01","Z302A0XB","ST4000DM000",4000787030016,0,118,92,87,13325,13,33
"15421",15421,"2016-07-01","Z3015LCK","ST4000DM000",4000787030016,0,117,91,87,21915,7,36
"15483",15483,"2016-07-01","PL2331LAGMEYVJ","HGST HMS5C4040BLE640",4000787030016,0,100,140,100,18003,22,NA
"15720",15720,"2016-07-01","Z305FJ6J","ST4000DM000",4000787030016,0,119,96,81,3250,4,37
"15856",15856,"2016-07-01","S300WFAX","ST4000DM000",4000787030016,0,112,98,84,8095,2,34
"16145",16145,"2016-07-01","PL1331LAGS94VH","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,17841,1,NA
"16526",16526,"2016-07-01","Z3001Y9R","ST4000DM000",4000787030016,0,114,91,88,27804,55,35
"16577",16577,"2016-07-01","Z304HZHY","ST4000DM000",4000787030016,0,120,98,84,6417,2,28
"16648",16648,"2016-07-01","ZA10ATDQ","ST8000DM002",8001563222016,0,83,98,69,125,1,40
"16649",16649,"2016-07-01","Z305D214","ST4000DM000",4000787030016,0,118,95,81,3441,5,26
"16836",16836,"2016-07-01","S300Z6B7","ST4000DM000",4000787030016,0,118,92,84,9451,15,29
"16885",16885,"2016-07-01","Z3025M2K","ST4000DM000",4000787030016,0,119,92,88,15005,12,29
"16907",16907,"2016-07-01","Z305FFV3","ST4000DM000",4000787030016,0,117,98,81,3437,2,21
"17232",17232,"2016-07-01","S30111L3","ST4000DM000",4000787030016,0,120,99,86,10254,1,24
"17233",17233,"2016-07-01","S30111L2","ST4000DM000",4000787030016,0,112,99,86,10254,1,24
"17766",17766,"2016-07-01","PL2331LAHDSEJJ","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,1376,4,NA
"17767",17767,"2016-07-01","Z3015CHH","ST4000DM000",4000787030016,0,119,91,87,21949,14,20
"17779",17779,"2016-07-01","Z300GYXN","ST4000DM000",4000787030016,0,117,92,77,25967,17,23
"17866",17866,"2016-07-01","WD-WMC4N0D64V2W","WDC WD30EFRX",3000592982016,0,200,174,100,11755,8,NA
"17888",17888,"2016-07-01","Z305D31J","ST4000DM000",4000787030016,0,116,96,81,3437,4,29
"18208",18208,"2016-07-01","Z3029ZR8","ST4000DM000",4000787030016,0,119,92,87,12560,9,26
"18271",18271,"2016-07-01","WD-WCC4N0834417","WDC WD30EFRX",3000592982016,0,200,175,100,17010,10,NA
"18302",18302,"2016-07-01","PL1331LAGS04KH","HGST HMS5C4040ALE640",4000787030016,0,100,129,100,18028,12,NA
"18423",18423,"2016-07-01","Z300KFN0","ST4000DM000",4000787030016,0,118,91,78,22535,18,36
"18546",18546,"2016-07-01","W300HHH5","ST4000DM000",4000787030016,0,119,91,87,24039,26,34
"18664",18664,"2016-07-01","Z30250W7","ST4000DM000",4000787030016,0,117,93,87,14981,7,19
"18686",18686,"2016-07-01","W300E02Z","ST4000DM000",4000787030016,0,114,92,89,26572,14,22
"18733",18733,"2016-07-01","Z304KR1G","ST4000DM000",4000787030016,0,114,95,84,6415,5,30
"19258",19258,"2016-07-01","S301PPYE","ST4000DM000",4000787030016,0,106,98,84,6415,2,32
"19299",19299,"2016-07-01","Z3025LJK","ST4000DM000",4000787030016,0,118,92,88,14983,8,23
"19620",19620,"2016-07-01","PL2331LAH42LTJ","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,2149,4,NA
"19621",19621,"2016-07-01","S300YL9S","ST4000DM000",4000787030016,0,114,93,87,13713,7,31
"19691",19691,"2016-07-01","S300Z6WX","ST4000DM000",4000787030016,0,119,96,84,8382,4,36
"19945",19945,"2016-07-01","PL1331LAGRHGHH","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,18033,5,NA
"19952",19952,"2016-07-01","Z304HSG1","ST4000DM000",4000787030016,0,110,98,83,5432,2,22
"20242",20242,"2016-07-01","Z300W303","ST4000DM000",4000787030016,0,120,92,87,22312,10,33
"20445",20445,"2016-07-01","W300KKJ0","ST4000DM000",4000787030016,0,112,91,87,23188,13,19
"20808",20808,"2016-07-01","PL2331LAHAH58J","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,414,3,NA
"21127",21127,"2016-07-01","Z302AJVP","ST4000DM000",4000787030016,0,118,99,85,8936,1,28
"21732",21732,"2016-07-01","Z304KA40","ST4000DM000",4000787030016,0,117,95,84,6483,5,26
"21843",21843,"2016-07-01","WD-WX11D2404932","WDC WD60EFRX",6001175126016,0,200,100,100,13743,5,NA
"21865",21865,"2016-07-01","Z1Z03EM1","ST4000DX000",4000787030016,0,119,90,96,29517,37,29
"22611",22611,"2016-07-01","Z30417X8","ST4000DM000",4000787030016,0,118,95,85,7087,5,19
"22859",22859,"2016-07-01","Z1Z03JJ7","ST4000DX000",4000787030016,0,119,91,58,29515,40,33
"22877",22877,"2016-07-01","W300BV9B","ST4000DM000",4000787030016,0,113,92,87,24040,29,36
"22906",22906,"2016-07-01","Z302AKDR","ST4000DM000",4000787030016,0,115,93,84,8381,7,27
"22943",22943,"2016-07-01","Z300KMTN","ST4000DM000",4000787030016,0,111,91,87,24636,10,30
"22999",22999,"2016-07-01","Z304JGRB","ST4000DM000",4000787030016,0,118,96,84,6415,4,26
"23052",23052,"2016-07-01","Z304JWEP","ST4000DM000",4000787030016,0,111,96,83,5744,4,23
"23195",23195,"2016-07-01","Z300GYSB","ST4000DM000",4000787030016,0,112,92,89,25971,22,29
"23259",23259,"2016-07-01","Z305PFNG","ST4000DM000",4000787030016,0,116,91,80,3053,12,31
"23346",23346,"2016-07-01","Z300GZ9M","ST4000DM000",4000787030016,0,115,92,89,25972,10,21
"23780",23780,"2016-07-01","PL1331LAHD2GDH","HGST HMS5C4040BLE640",4000787030016,0,100,154,100,578,44,NA
"23895",23895,"2016-07-01","Z304HVA3","ST4000DM000",4000787030016,0,107,98,83,5389,2,19
"23995",23995,"2016-07-01","PL1331LAHDZ0UH","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,1689,4,NA
"24043",24043,"2016-07-01","Z3040E61","ST4000DM000",4000787030016,0,120,95,86,7041,5,31
"24044",24044,"2016-07-01","Z3040E6N","ST4000DM000",4000787030016,0,116,95,86,7041,5,33
"24100",24100,"2016-07-01","Z304J0T6","ST4000DM000",4000787030016,0,109,98,84,6467,2,23
"24423",24423,"2016-07-01","W300H3GP","ST4000DM000",4000787030016,0,111,94,88,23338,6,28
"24556",24556,"2016-07-01","Z300GPL3","ST4000DM000",4000787030016,0,118,92,88,25969,19,25
"24858",24858,"2016-07-01","Z300K8FE","ST4000DM000",4000787030016,0,116,92,87,24634,10,31
"25056",25056,"2016-07-01","Z303XZ11","ST4000DM000",4000787030016,0,119,95,83,5907,5,27
"25065",25065,"2016-07-01","Z300JM1J","ST4000DM000",4000787030016,0,114,91,87,20876,19,28
"25133",25133,"2016-07-01","Z302B0LA","ST4000DM000",4000787030016,0,108,91,87,12564,10,33
"25410",25410,"2016-07-01","Z4D0ANNG","ST6000DX000",6001175126016,0,114,90,89,10635,6,43
"25577",25577,"2016-07-01","Z304JFD7","ST4000DM000",4000787030016,0,119,95,84,6417,5,35
"25721",25721,"2016-07-01","PL2331LAGSTGLJ","HGST HMS5C4040ALE640",4000787030016,1,91,100,100,17122,3,NA
"25821",25821,"2016-07-01","WD-WMC4N0D2RF3F","WDC WD30EFRX",3000592982016,0,200,100,100,10057,2,NA
"25864",25864,"2016-07-01","PL2331LAH4707J","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,2149,4,NA
"26079",26079,"2016-07-01","Z3026161","ST4000DM000",4000787030016,0,116,92,85,14982,9,24
"26192",26192,"2016-07-01","W300JTKT","ST4000DM000",4000787030016,0,115,94,88,24609,6,21
"26335",26335,"2016-07-01","Z3029H32","ST4000DM000",4000787030016,0,117,93,87,13712,7,26
"27010",27010,"2016-07-01","Z3025KG8","ST4000DM000",4000787030016,0,117,96,87,14426,4,23
"27046",27046,"2016-07-01","Z304JZLF","ST4000DM000",4000787030016,0,120,95,83,5432,5,18
"27516",27516,"2016-07-01","Z3015L0K","ST4000DM000",4000787030016,0,111,96,88,13323,4,35
"27711",27711,"2016-07-01","Z300XCR8","ST4000DM000",4000787030016,0,118,91,84,21486,18,35
"27830",27830,"2016-07-01","S300YPY2","ST4000DM000",4000787030016,0,110,97,84,8936,3,27
"27914",27914,"2016-07-01","Z302AKTA","ST4000DM000",4000787030016,0,114,92,87,12628,14,38
"27973",27973,"2016-07-01","Z304151W","ST4000DM000",4000787030016,0,118,91,84,7107,10,21
"27974",27974,"2016-07-01","Z304JGB2","ST4000DM000",4000787030016,0,108,95,83,5432,5,19
"27988",27988,"2016-07-01","Z30416KZ","ST4000DM000",4000787030016,1,116,91,85,6724,13,29
"28069",28069,"2016-07-01","Z302G5Q4","ST4000DM000",4000787030016,0,117,95,87,12245,5,19
"28203",28203,"2016-07-01","S301KXZY","ST4000DM000",4000787030016,0,113,99,84,6416,1,28
"28222",28222,"2016-07-01","W300BXA6","ST4000DM000",4000787030016,0,114,91,87,23298,13,19
"28610",28610,"2016-07-01","Z3023XPN","ST4000DM000",4000787030016,0,114,94,88,13780,6,35
"28796",28796,"2016-07-01","Z3029F6W","ST4000DM000",4000787030016,0,114,97,88,12704,3,26
"28851",28851,"2016-07-01","Z300X8KG","ST4000DM000",4000787030016,0,118,91,87,22278,12,26
"29264",29264,"2016-07-01","S300Z4KZ","ST4000DM000",4000787030016,0,120,97,86,9895,3,20
"29347",29347,"2016-07-01","Z304JH2S","ST4000DM000",4000787030016,0,111,96,83,5697,4,25
"29544",29544,"2016-07-01","MJ0351YNGAA0RA","Hitachi HDS5C3030ALA630",3000592982016,0,76,141,100,30601,13,NA
"29557",29557,"2016-07-01","Z3016X8J","ST4000DM000",4000787030016,0,114,98,86,20337,2,25
"29602",29602,"2016-07-01","Z300GQ2V","ST4000DM000",4000787030016,0,118,91,84,25655,20,28
"29838",29838,"2016-07-01","WD-WX21D7453VCL","WDC WD60EFRX",6001175126016,0,200,200,100,13743,9,NA
"30585",30585,"2016-07-01","Z305B6Z3","ST4000DM000",4000787030016,0,116,99,82,4064,1,24
"30883",30883,"2016-07-01","Z304KCW8","ST4000DM000",4000787030016,0,117,92,83,5369,9,22
"31820",31820,"2016-07-01","Z3011W91","ST4000DM000",4000787030016,0,114,96,87,21055,4,30
"32665",32665,"2016-07-01","Z3058MVP","ST4000DM000",4000787030016,0,115,97,82,4063,3,25
"32771",32771,"2016-07-01","Z3040EGE","ST4000DM000",4000787030016,0,117,94,84,7016,6,22
"32852",32852,"2016-07-01","Z3025KEJ","ST4000DM000",4000787030016,0,114,92,88,14982,8,21
"33417",33417,"2016-07-01","Z3029ASC","ST4000DM000",4000787030016,0,118,97,87,12240,3,17
"33989",33989,"2016-07-01","WD-WX11DBBGB093","WDC WD60EFRX",6001175126016,0,200,199,100,13742,8,NA
"34517",34517,"2016-07-01","Z300ZSHX","ST4000DM000",4000787030016,0,114,95,87,21055,5,28
"34541",34541,"2016-07-01","Z30252GX","ST4000DM000",4000787030016,0,114,96,87,14811,4,35
"34688",34688,"2016-07-01","W300BND1","ST4000DM000",4000787030016,0,111,91,89,26431,17,27
"34919",34919,"2016-07-01","Z30357RX","ST4000DM000",4000787030016,0,114,91,84,7108,10,22
"35181",35181,"2016-07-01","Z3014LKQ","ST4000DM000",4000787030016,0,118,91,89,20834,16,23
"35581",35581,"2016-07-01","S3006YCG","ST4000DM000",4000787030016,0,119,91,82,20307,12,29
"35808",35808,"2016-07-01","WD-WCC4N0398429","WDC WD30EFRX",3000592982016,0,200,172,100,17471,13,NA
"35867",35867,"2016-07-01","Z302T681","ST4000DM000",4000787030016,0,114,96,84,6827,4,37
"35896",35896,"2016-07-01","Z304JWJB","ST4000DM000",4000787030016,0,114,96,84,6440,4,36
"36176",36176,"2016-07-01","WD-WX21D947N7H5","WDC WD60EFRX",6001175126016,0,200,100,100,13744,5,NA
"36312",36312,"2016-07-01","Z304JW7S","ST4000DM000",4000787030016,0,119,93,84,6415,7,36
"36400",36400,"2016-07-01","Z3025K82","ST4000DM000",4000787030016,0,120,91,88,15013,10,18
"36404",36404,"2016-07-01","Z3029YRV","ST4000DM000",4000787030016,0,117,92,87,11577,11,33
"36421",36421,"2016-07-01","Z300YTX5","ST4000DM000",4000787030016,0,119,96,88,14791,3,28
"36468",36468,"2016-07-01","S3010CKZ","ST4000DM000",4000787030016,0,118,92,84,8381,12,29
"36492",36492,"2016-07-01","Z304JLDJ","ST4000DM000",4000787030016,0,118,96,84,6420,4,37
"36706",36706,"2016-07-01","Z302T6D2","ST4000DM000",4000787030016,0,119,96,84,7256,4,34
"36745",36745,"2016-07-01","Z305KB72","ST4000DM000",4000787030016,0,112,98,81,3102,2,39
"37284",37284,"2016-07-01","Z305CE99","ST4000DM000",4000787030016,1,119,97,82,3248,3,24
"37756",37756,"2016-07-01","Z304JW5W","ST4000DM000",4000787030016,0,117,96,84,6415,4,30
"37886",37886,"2016-07-01","Z305D5MZ","ST4000DM000",4000787030016,0,119,94,82,3708,5,34
"37900",37900,"2016-07-01","Z305D5ML","ST4000DM000",4000787030016,0,116,96,82,3727,3,34
"38447",38447,"2016-07-01","S2T0J9ACB00399","ST250LM004 HN",250059350016,0,100,91,252,19721,15,NA
"38882",38882,"2016-07-01","W300KNNX","ST4000DM000",4000787030016,0,118,91,87,11075,13,18
"39013",39013,"2016-07-01","Z3029ZHR","ST4000DM000",4000787030016,1,102,91,87,12652,9,26
"39082",39082,"2016-07-01","MJ0351YNGA6Z8A","Hitachi HDS5C3030ALA630",3000592982016,0,100,125,100,30935,25,NA
"39438",39438,"2016-07-01","Z305CKQX","ST4000DM000",4000787030016,0,109,95,81,2598,5,24
"40458",40458,"2016-07-01","Z3016ZW1","ST4000DM000",4000787030016,1,100,94,78,3788,6,18
"40885",40885,"2016-07-01","ZA10B15T","ST8000DM002",8001563222016,0,79,98,73,248,1,29
"41038",41038,"2016-07-01","Z304KBS2","ST4000DM000",4000787030016,0,119,95,84,6483,5,25
"41270",41270,"2016-07-01","Z3057DTN","ST4000DM000",4000787030016,0,119,97,83,4908,2,31
"41345",41345,"2016-07-01","PL1311LAG1ZXWA","Hitachi HDS5C4040ALE630",4000787030016,0,100,131,100,29041,16,NA
"41644",41644,"2016-07-01","Z305AJV0","ST4000DM000",4000787030016,0,111,96,81,3436,4,32
"41781",41781,"2016-07-01","Z302R7GN","ST4000DM000",4000787030016,0,118,95,84,7524,5,35
"41894",41894,"2016-07-01","W3006DL6","ST4000DM000",4000787030016,0,116,91,87,25260,25,22
"41986",41986,"2016-07-01","Z30251MC","ST4000DM000",4000787030016,0,118,95,88,14476,5,19
"42726",42726,"2016-07-01","Z304YZ8G","ST4000DM000",4000787030016,0,117,97,81,2599,3,26
"42838",42838,"2016-07-01","Z300ZRQM","ST4000DM000",4000787030016,0,117,91,87,21053,12,26
"42912",42912,"2016-07-01","Z305APJ4","ST4000DM000",4000787030016,0,112,96,83,5069,3,22
"42919",42919,"2016-07-01","Z3025LA6","ST4000DM000",4000787030016,0,103,97,87,14477,3,23
"42967",42967,"2016-07-01","Z3025LAG","ST4000DM000",4000787030016,0,115,93,88,14453,7,24
"44056",44056,"2016-07-01","Z3029Z82","ST4000DM000",4000787030016,0,118,91,87,12654,12,29
"44063",44063,"2016-07-01","Z3014PBZ","ST4000DM000",4000787030016,0,118,91,86,20550,24,22
"44297",44297,"2016-07-01","W300D541","ST4000DM000",4000787030016,0,108,92,87,25623,36,22
"44838",44838,"2016-07-01","Z3040E86","ST4000DM000",4000787030016,0,119,95,85,7088,5,22
"45062",45062,"2016-07-01","WD-WX31D743YAF2","WDC WD60EFRX",6001175126016,0,200,202,100,13741,8,NA
"45168",45168,"2016-07-01","Z302A19M","ST4000DM000",4000787030016,0,117,97,87,12704,3,26
"45428",45428,"2016-07-01","Z305P0CK","ST4000DM000",4000787030016,0,119,96,81,3101,4,35
"45831",45831,"2016-07-01","WD-WX41D94RN118","WDC WD60EFRX",6001175126016,0,200,100,100,13743,5,NA
"45853",45853,"2016-07-01","Z300YLQ9","ST4000DM000",4000787030016,0,108,94,88,14623,6,24
"45984",45984,"2016-07-01","Z302B0B3","ST4000DM000",4000787030016,0,119,91,87,12564,10,31
"46445",46445,"2016-07-01","Z305B6TL","ST4000DM000",4000787030016,0,117,99,83,4068,1,36
"47054",47054,"2016-07-01","Z300GZ0R","ST4000DM000",4000787030016,0,119,91,86,25746,23,26
"47099",47099,"2016-07-01","Z304HNKK","ST4000DM000",4000787030016,0,117,98,84,5724,2,23
"47366",47366,"2016-07-01","Z3052R5S","ST4000DM000",4000787030016,0,118,96,81,3436,4,24
"47510",47510,"2016-07-01","Z30250M3","ST4000DM000",4000787030016,0,116,97,88,13206,3,24
"47811",47811,"2016-07-01","Z304KBNH","ST4000DM000",4000787030016,0,116,96,84,6464,4,31
"48069",48069,"2016-07-01","Z304Z7H2","ST4000DM000",4000787030016,0,112,95,81,3437,5,28
"48287",48287,"2016-07-01","W3002NQ7","ST4000DM000",4000787030016,0,119,91,87,24631,16,22
"48305",48305,"2016-07-01","Z300GPSD","ST4000DM000",4000787030016,0,111,91,84,25656,20,28
"48602",48602,"2016-07-01","Z3015CFB","ST4000DM000",4000787030016,0,117,91,87,21935,16,22
"48723",48723,"2016-07-01","S301GPJF","ST4000DM000",4000787030016,0,120,97,84,6803,3,35
"49283",49283,"2016-07-01","MK0311YHGKAWPA","Hitachi HDS723030ALA640",3000592982016,0,100,123,100,39072,27,NA
"49630",49630,"2016-07-01","PL2331LAH46AJJ","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,2168,3,NA
"49778",49778,"2016-07-01","Z300L4BK","ST4000DM000",4000787030016,0,103,92,88,25267,18,21
"49904",49904,"2016-07-01","Z30250F3","ST4000DM000",4000787030016,0,112,96,88,15029,4,20
"50180",50180,"2016-07-01","Z303ZYFD","ST4000DM000",4000787030016,0,116,91,84,7015,9,20
"50253",50253,"2016-07-01","Z305FYYL","ST4000DM000",4000787030016,0,118,96,81,3248,4,35
"50705",50705,"2016-07-01","W300BHTL","ST4000DM000",4000787030016,0,117,92,89,26432,17,26
"50808",50808,"2016-07-01","Z304EYKN","ST4000DM000",4000787030016,0,117,95,84,5910,5,26
"51415",51415,"2016-07-01","WD-WX11D943555F","WDC WD60EFRX",6001175126016,0,200,205,100,13740,9,NA
"51727",51727,"2016-07-01","ZA11R2DJ","ST8000DM002",8001563222016,0,81,85,70,125,12,29
"51861",51861,"2016-07-01","WD-WX41A14U5170","WDC WD5000LPVX",500107862016,0,200,100,200,17994,5,NA
"52772",52772,"2016-07-01","MK0301YHGLRBWA","Hitachi HDS723030ALA640",3000592982016,0,100,122,100,39048,21,NA
"53201",53201,"2016-07-01","Z305Q0J8","ST4000DM000",4000787030016,0,117,97,80,3078,3,37
"53358",53358,"2016-07-01","W300J5ZL","ST4000DM000",4000787030016,0,105,92,88,24630,12,32
"53578",53578,"2016-07-01","W3001FZP","ST4000DM000",4000787030016,0,120,92,87,25257,24,22
"53874",53874,"2016-07-01","Z30259G4","ST4000DM000",4000787030016,0,119,94,87,14429,6,21
